945267757	ucdt	Sound
945270869	ucdt	Silahın varsayılan cephane kapasitesine toplamda 150 mermi ekler.
945373876	ucdt	Yardımcı yuva'da 1 adet Claymore yakınlık mayını taşınmasına izin verir.
945375067	ucdt	Silahın varsayılan cephane kapasitesine toplamda 175 mermi ekler.
945427160	ucdt	Kaydedildi
945501123	ucdt	Bu rozeti öldürmeye neden olacak hasarı engelleyerek kazanabilirsiniz.
945685471	ucdt	Symbiotic Healing 2
945770270	ucdt	Silahınızı gizlemek için bir kamuflaj. Bu kamuflajı tüm taraflar kullanabilir.
945829301	ucdt	Galaksi Courtesy Flush Horn
945983851	ucdt	Kullanıcı'nın 2 adet C4 taşımasına izin verir.
946026113	ucdt	VS Heavy Weapon Health Rank 1
946201359	ucdt	Strategic
946325877	ucdt	TR2 Lumifiber Trim
946383176	ugdt	Space America Zırh Çıkartması
946387816	ucdt	Fission: Gümüş Madalya
946437757	ucdt	The Sinsi is the Terran Republic's main battle tank. It is a fast tank with a dual cannon for maximum firepower.
946467246	ucdt	Birlik Giriş Bildirimlerini Göster
946488969	ugdt	Nanite Refill
946551110	ucdt	Apply the single use Amerish Leaf camo pattern to your armor. NC use only. Single use camo can only be applied to one loadout one time and must be used on this character.
946650630	ucdt	Vanu Esamir Labs created the Equinox VE2 Burst to provide easily controllable burst fire for distant targets. VS use only.
946652780	ucdt	BECERİLERİ ÖNİZLE
946788216	ugdt	Yarıcı Spoke Rim Hubcaps
947135443	ucdt	Blades are for cosmetic purposes only. Do not attempt to disembowel your opponents with your helmet. NC use only.
947256832	ucdt	Sticky Grenade Training
947545151	ucdt	Herhangi bir tesisi ele geçir
947580789	ucdt	Deconstructor
947689000	ucdt	AF-18 Stalker AE: Altın Madalya
947697656	ucdt	El Bombası
947717860	ucdt	Silahın varsayılan cephane kapasitesine toplamda 500 mermi ekler.
947858281	ucdt	Kartal: Auraksium Madalyası
947939378	ucdt	MACS Araç Çıkartması
948096739	ucdt	Tek Atımlık
948294508	ucdt	TR: MAX AI Decal
948341098	ucdt	Heavy Weapon Secondary
948465198	ucdt	İletilen Ses Seviyesi
948500561	ucdt	UYARI: HIVE KALKANI ÇEVRİMDIŞI!
948609480	ucdt	Orphaned - Post Launch - Do not translate.  Galaksi Inertial Dampener - Seviye 5
948747483	ucdt	Nokta Kontrolü
948900618	ucdt	A terminal control generator has been destroyed.
948923154	ucdt	M40 Gazap: Gümüş Madalya
949089604	ucdt	Flux Helmet
949113854	ucdt	Veteran's Mühendis Zırhı
949242892	ucdt	Tacizci Öldürme Yardımı
949266440	ucdt	Palos
949418014	ucdt	Viper Kamuflaj
949490220	ucdt	The New Conglomerate has defended Allatum!
949635842	ucdt	M40 Gazap: Auraksium Madalyası
949672923	ucdt	Sniper, stay low.
949715054	ucdt	RESTRICTED AREA
949855509	ucdt	Gravecall
950096537	ugdt	Yarıcı APC Bumper
950124703	ucdt	Manga yol işareti güncellendi
950158501	ucdt	Tacizci Buggy Driver
950481166	ucdt	NCM1 Scattercannon: Altın Madalya
950575252	ucdt	Adds festive particle trails to the vehicle's wheels. All factions can use this gear.
950593223	ucdt	CONSTRUCT
950661398	ucdt	Earn points by holding Allatum Botany Wing, Dahaka Southern Post, Zurvan Pump Station, Ti Alloys, Ceres Hydroponics, Crossroads Watchtower, or the Crown.
950749466	ucdt	AF-22 Crow: Bakır Madalya
950762695	ucdt	Silahın varsayılan cephane kapasitesine toplamda 22 top mermisi ekler.
950864094	ucdt	Silahın varsayılan cephane kapasitesine toplamda 120 roket ekler.
951159186	ucdt	G30 Ayaklı: Bakır Madalya
951255745	ucdt	Yeniden mevzilenmek için [%0] tuşuna basın
951315986	ucdt	The9 Placeholder
951427405	ugdt	Drop Pod
951457227	ucdt	TSO-2 (2x)
951513435	ucdt	SASR-7: Bakır Madalya
951555238	ucdt	Tag
951666579	ucdt	Yarıcı Boar Grill
951740087	ucdt	Increases the yaw rate of the Liberator by 9 degrees/second.
951801256	ucdt	Allows the Yarıcı to resupply ammo to nearby vehicles.
951869173	ucdt	Korucu 2
952209788	ucdt	TR Medic Class Armor
952288262	ucdt	Scout Plating
952382087	ucdt	[D] Freyr Industrial Complex
952385163	ucdt	Donanma Zırhı 4
952391195	ucdn	
952683455	ucdt	Celebrate 5 years of PlanetSide 2 with this loyalty bundle.
952690478	ugdt	Shapely Zırh Kamuflajı
952781546	ugdt	SOE Live Araç Çıkartması
952979978	ucdt	Oluşturan: <font color="#FFC600">%0</font>
952988470	ucdt	Sağ Shift
953220898	ucdt	Tamir Modülü
953284113	ucdt	Aracın toplam savunma sağlığını 27% arttırır.
953284736	ucdt	Commissioner MKV BLACK
953361512	ucdt	The Banded Skull Helmet causes terror in those unfortunate enough to oppose its wearer. NC use only.
953846664	ucdt	Silahın yeniden dolum hızını 0.36 saniye azaltır.
953852122	ugdt	Chainblade Banner
953983009	ucdt	Bighorn .50M: Auraksium Madalyası
953991618	ucdt	Sis Bombası
954027206	ucdt	Rocky Tundra Silah Kamuflajı
954100085	ucdt	The Moonshot: Bakır Madalya
954132878	ucdt	Doktora ihtiyacım var!
954234922	ucdt	Enemy Yarıcı destroyed.
954236893	ucdt	Apply the single use Amerish Forest camo pattern to your vehicle. VS use only. Single use camo can only be applied to one loadout one time and must be used on this character.
954340131	ucdt	Silahın varsayılan cephane kapasitesine toplamda 60 roket ekler.
954464027	ucdt	Unlocked at Battle Rank 17
954487446	ucdt	Scales Camo
954571678	ucdt	Apply the Mor Zürafa camo pattern to your weapon. VS use only.
954631424	ucdt	While cloaked the infiltrator can sprint faster, but will take 80% more damage
954786933	ucdt	Tacizci Gold Fender 003 NC
954863717	ugdt	CSZ (4x)
955037284	ucdt	Görevleri Göster
955183562	ugdt	NS-20 Gorgon
955311492	ugdt	Direnç Kalkanı 3
955391986	ugdt	ÖZEL SİLAH YUVASI ADI
955918192	ucdt	Piyade saldırılarından ve Patlamalardan gelen kamera sarsıntısını 30% azaltır. <font color="#dc9c36">MAX için kuşanılabilir.</font>
956011181	ugdt	Sivrisinek Ravage Armor
956027283	ucdt	ANT Harvesting Tool
956056973	ugdt	FAC.GateShield.BioVehBay2
956066867	ucdt	Castigator Helmet
956161044	ucdt	Yenilgi kabul edilemez bir sonuçtur.
956236412	ucdt	Preview Attachments >
956256450	ucdt	Kâbus 3
956266474	ucdt	Proton II PPA
956267860	ugdt	Ashtiger Zırh Kamuflajı
956371995	ucdt	Gift Hex Camo
956502512	ucdt	KURTARICI VE SAVAŞ TANKI ERİŞİMİ
956541534	ucdt	Snow Aspen Forest Camo
956779461	ucdt	This customization adds a Smiley Face decal to the cockpit glass. VS use only.
956857027	ucdt	Hades VSH4: Auraksium Madalyası
956963325	ucdt	TR ANT Pro Paketi
956993437	ucdt	Sentinel 2
957103370	ucdt	VE-S Canis
957219944	ugdt	AP/Jammer Rocklets
957386125	ucdt	<font color="#7FF4FF">Air Superiority Fighter</font><br>It can move at high speeds and do massive damage.  Due to a lack of heavy armor they cannot take a lot of hits without becoming critically damaged.  They are easily targeted by lock on rockets so flares may be a worthy first upgrade.
957445803	ucdt	Haunted Frankenstein Facepaint
957446673	ugdt	Tıbbi Canlandırıcı 1
957500227	ugdt	Kâbus 4
957532671	ucdt	İmplantı Yükselt
957719575	ucdt	Adds Sarı Şasi Aydınlatması to the under carriage of the Lightning. NC use only.
957732490	ucdt	Yakınlık Radarı 1
958195041	ucdt	Bu rozeti Yarıcı'nızda yeniden mevzilenen müttefik oyuncular'dan kazanabilirsiniz.
958224977	ucdt	Tırpan Shaman Cockpit
958280535	ucdt	Mesaj yok...
959062427	ucdt	ANT'nin herhangi bir topçu silahını kullanarak düşman öldür.
959262515	ucdt	Mühimmat Paketi
959288053	ugdt	Lictor 1 Decal
959370950	ucdt	Hossin Sıçrama Kapıları Dengeleniyor
959379706	ucdt	Hunter QCX-P: Altın Madalya
959407070	ucdt	Yarıcı Garajı, aracınızı korumak ve onun için uygun bir canlandırma noktası yada üs için tamir etme özelliğine sahip aracınızı saklayabileceğiniz bir garaj oluşturmanıza yarar. Bu yapıyı sadece TR kullanabilir.
959448322	ucdt	"Ravenous" Blackhand: Altın Madalya
959460786	ucdt	P525 Marauder: Auraksium Madalyası
959473033	ucdt	<font color="#dc9c36"><br><br>Sadece Auraksimas sırasında kullanılabilir.</font>
959524232	ucdt	Galaksi: Rocky Tundra
959596049	ucdt	Tacizci Devourer Hubcaps
959828400	ucdt	Nanite Refill
960025033	ucdt	VS Sirius SX12 + Cert
960040301	ucdt	NC: MAX: Flame 01: Left Bakır Madalya
960161767	ucdt	Contains a NS-10 Burster plus 1000 Certs
960235447	ucdt	H-V45 AE: Altın Madalya
960248597	ucdt	Tesise Saldır
960264924	ucdt	Matte White
960341309	ucdt	Deploying an Advanced Nanite Transport (ANT) will allow access to a terminal which can be used to spawn constructs within the world.
960350267	ucdt	Roketatar: ML-7
960418372	ucdt	A30 Ayaklı: Gümüş Madalya
960499156	ucdt	Sivrisinek Striker Armor
960967274	ucdt	Too Many Allied Forces
961144169	ucdt	Announce your coven's arrival with this cackling Witch horn. All factions can use this item.
961163535	ucdt	Attachment - Clip 01
961190908	ugdt	P2-120 HESH
961326791	ucdt	Playtest TR Tower
961605015	ucdt	Triage 1
961645686	ucdt	TEMİZLE
961722376	ucdt	Mızrak
961744535	ugdt	Single Use Amerish Forest Camo
961861759	ucdt	Fission VSH7 Extra Ammo
961891519	ucdt	MAX Rotary Helmet
961989597	ucdt	EM4-AE Longshot
962013602	ucdt	Silahın varsayılan cephane kapasitesine toplamda 75 mermi ekler.
962023180	ucdt	Kurtarıcı Ortak Araç Kornası 01 Desciption
962170997	ucdt	Hands
962181140	ucdt	Allows use of the long range 12x IO-12 sniper scope.
962431491	ucdt	Forward Station
962492415	ucdt	Wearable by Engineer. NC use only.
962583114	ucdt	FAC.SCURoomShield.2
962674353	ucdt	SR-7: Gümüş Madalya
962685070	ucdt	Yellow Lumifiber XW Trim for the Valkyrie. NC use only.
962736008	ucdt	SONRAKİ ÖDÜL TARİHİ:
962962419	ucdt	The Diver
963031869	ucdt	Sırtlan Füzeleri: Rozet
963056230	ucdt	Prevent Esamir from being locked by gaining 50% territory control
963113452	ucdt	Not Ready
963142867	ucdt	Uçak Leşleri
963196331	ucdt	Apply the Jungle Forest camo pattern to your vehicle. All factions can use this gear.
963217046	ucdt	NS designers created this long range scope to meet the demanding requirements of Auraxis’ best long range snipers.
963308008	ucdt	Aracın toplam savunma sağlığını 9.5% arttırır.
963511734	ugdt	NS "Heatwave" Decimator
963539206	ucdt	Increases the maximum ammo capacity of the weapon by 200.
963609818	ucdt	Klip Eki Açıklaması 01
963628938	ucdt	MAX: Destroy 250 enemy vehicles
963664198	ucdt	Issuer
963674863	ucdt	Taarruz Tüfeği: Gauss Rifle S
963686679	ucdt	Snowflake Araç Kamuflajı
963690938	ucdt	Additional composite plating to complement the look of your soldier. NC use only.
963757631	ucdt	Yukarı Bak
963838426	ucdt	Restorasyon Şırıngası 3
963849094	ucdt	Ağır Taarruz: Kill 10 enemies when you're at less then 10 health
963898777	ucdt	The KSR-35's high-powered 7x65 cartridge is extremely effective at dropping targets at medium range. TR use only.
964039968	ucdt	Wallet Disabled!
964087144	ucdt	Tidal Silah Kamuflajı
964210505	ucdt	Reduces the amount of damage received from explosions by roughly 27%
964229038	ucdt	Alınan hasarı her 5 saniyede bir 4% oranında tamir eder.
964244915	ucdt	2016 Holiday Countdown Day 10 & 11
964718272	ucdt	Our defense has failed, fall back!
964841766	ucdt	Kokpit: Dark Green Decal
964951561	ucdt	A30 Ayaklı: Altın Madalya
965000019	ucdt	NC: Vehicle - Customization - Bombs Promo
965000813	ucdt	Siperlik Kalkanı
965068614	ucdt	Increases magazine size by 2 rounds, but increases hipfire cone of fire by 20%.
965179295	ucdt	TALİMAT GÜNCELLENDİ
965272087	ugdt	Orbital Strike Uplink Core
965420059	ucdt	Sanctuary Paketi
965481252	ucdt	Flare VE6: Altın Madalya
965484415	ugdt	perf1
965503626	ucdt	Matsuda Genetics
965542264	ucdt	Konu Seç
965631119	ucdt	Silahın varsayılan cephane kapasitesine toplamda mermi 135 ekler.
965720126	ucdt	Front Iron Sight 01
965814819	ucdt	The Vanu Sovereignty has taken Rashnu!
965901420	ucdt	Silahın varsayılan cephane kapasitesine toplamda 8 el bombası ekler.
965940129	ugdt	"T" Hood Ornament
965991377	ucdt	Plasma Cutter: Altın Madalya
966020552	ucdt	Master Launcher Banner
966079381	ucdt	French Connection Zırh Çıkartması
966090736	ucdt	Alınan hasarı her 5 saniyede bir 6% oranında tamir eder.
966127116	ucdt	NC: MAX: Defensive: Extra Ammo 4
966499571	ucdt	Adds Hubcaps 011 to your Flash. (DNT)
966515858	ugdt	Grunt 1 Decal
966531882	ucdt	AŞAMA TAMAMLANDI
966676520	ucdt	Silahın yeniden dolum süresini 7.5% azaltır.
966727017	ucdt	Forward Shield Vertical Generator
966947116	ucdt	Demir Atma Modu 4
967312298	ugdt	Republic Patch Zırh Çıkartması
967336283	ucdt	Chrome Lightning Hood Ornament
967717301	ucdt	Metabolism 3 Description (11553) (DNT)
967869041	ugdt	Süvari Headlight Cover
967889764	ucdt	Increases the strength of the air brakes on the Liberator by 10%.
968106960	ugdt	Yüksek-G Gövdesi 1
968237566	ucdt	Jack O Lantern Hood Ornament
968279902	ucdt	XP Güçlendirme
968283812	ucdt	Reduces minimum cone of fire and cone of fire recovery time.
968287046	ucdt	Reduces the timer for acquiring a MAX.
968311319	ugdt	Skirmisher
968354783	ugdt	Heart Silah Kamuflajı
968523010	ucdt	Tacizci NS-B Horn
968653348	ucdt	Tacizci Gold Fender 001 TR
968676165	ucdt	Reduces damage taken from flak by 4%.
968739654	ucdt	Infuses the MAX with unstable energy for up to 25 seconds, increasing maximum damage output by 10% and movement speed slightly, but damage received is increased by 20%.
968897888	ucdt	Manga: Headshot 5 Platoon leaders as a Platoon Leader
968950851	ucdt	Increases the range and duration that soldiers can be resupplied by the ammunition pack
969099008	ucdt	This facility now belongs to the VS!
969137409	ucdt	One-Year Anniversary Launch
969150784	ucdt	Silah boşken şarjör değiştirme süresi<br>Silah doluyken şarjör değiştirme süresi
969206770	ucdt	Aim at a location you want the orbital strike to hit.  Must maintain fire for several seconds to establish a target.
969276667	ugdt	Galaksi Intake
969338605	ucdn	
969481881	ucdt	Test Charger
969563102	ucdt	Albay 1
969739039	ucdt	Adds hubcaps to the Flash. All factions can use this gear. 
969764719	ucdt	Pelerin hareketsiz kaldığınızda yenilenir. Ancak kuşanıldığında birincil silah yuvasını kullanamazsınız. Hareket ederken pelerin 16 saniye'ye kadar sürer. Boşaldığında tekrar dolması için sabit ve hareketsiz olarak 10 saniye beklenmesi gerekir.
969773628	ugdt	Yeni Zelanda Araç Çıkartması
969800278	ucdt	NiCO XR (2x)
969863703	ucdt	HIVE
970013077	ugdt	Intertwined
970073605	ucdt	Uçak Terminali
970116613	ugdt	Quadra (4x)
970147470	ucdt	This customization adds a Skull decal to the cockpit glass. VS use only.
970251994	ucdt	Unlock the Hunter Cloaking Device
970482105	ucdt	Mühimmat Paketi 4
970528188	ugdt	Legacy - Rangefinder 1
970560525	ucdt	Adds Lumifiber Trim to the Öncü. NC use only.
970849844	ucdt	GOTR Zırh Çıkartması
970866185	ucdt	Silahın yeniden dolum süresini 5% azaltır.
971008436	ucdt	Silahın yeniden dolum hızını 0.4 saniye azaltır.
971018179	ucdt	EHO Zırh Çıkartması
971072598	ucdt	Gauss SPR
971318698	ucdt	Comet VM2 (Sol)
971411402	ucdt	<font color="#00FFAA">GÖREV</font> Eğitim'den çıkmak için ışınlanma kapısı terminalini kullan
971453174	ucdt	Gamepad %d Slider 1 +
971489044	ucdt	Silahın yeniden dolum hızını 0.4 saniye azaltır.
971574594	ucdt	Digital Zırh Kamuflajı
971599825	ucdt	Meteor: Bakır Madalya
971850547	ucdt	Tırpan Holiday Sleigh Bells Horn
971862853	ucdt	Galaksi: Temperate Forest
972022895	ucdt	Tacizci Tire Spikes 004
972268546	ucdt	This customization adds a decal to your vehicle. Usable by all factions.
972621278	ucdt	Silahın varsayılan cephane kapasitesine toplamda 450 mermi ekler.
972636956	ucdt	Bunny One Araç Çıkartması
972739732	ucdt	El Bombası Omuz Kayışı 3
972841823	ucdt	Jump Jets 1 Description (14023) (DNT)
972928632	ucdt	Wearable by all non-Max classes. NC use only
973018415	ucdt	My fault!
973154120	ucdt	NS-60 Flamethrower: Auraksium Madalyası
973157379	ucdt	Silahın yeniden dolum süresini 7.5% azaltır.
973722026	ucdt	Standard New Conglomerate Medic Helmet
973764723	ugdt	Orphaned - Post Launch - Do not translate.  Inertial Dampener 1
973908683	ucdt	Mani Ana Canlandırma Odası
974091912	ucdt	Rock Lichen Araç Kamuflajı
974109969	ucdt	Scout
974335389	ucdt	Apply this helmet to your MAX. TR use only
974403054	ucdt	Harbinger 6 Decal
974446795	ucdt	Contains a LA3 Desperado plus 1000 Certs
974559300	ucdt	İtme gücünü ve süzülme süresini 7 saniye arttırır.
974591841	ucdt	MSW-R
974707031	ucdt	Use jump to hurdle obstacles.
974764905	ucdt	Crusader: Gümüş Madalya
974783652	ucdt	Customize your aircraft with these sleek Chrome Viper Fins. NC use only.
974794133	ucdt	LaneSmash Champion
974886893	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 3 mermi ekler.
974939440	ucdt	Cert Grant Item
975045674	ucdt	Wearable by Heavy Assault. VS use only.
975062413	ucdt	Silahın varsayılan cephane kapasitesine toplamda 220 mermi ekler.
975216659	ucdt	[*value*] Ödül!
975241280	ucdt	Primarch 4 Decal
975250424	ucdt	Maul: Auraksium Madalyası
975284751	ugdt	Electro Camo
975375084	ucdt	Nanite Burst 1 Description (14040) (DNT)
975501751	ucdt	Düşük ışık koşullarında 500 metreye kadar olan tehlikeleri vurgular.
975850947	ucdt	Ana savaş tanklarına erişim izni verir
975862235	ucdt	Ymir Southern Reach
976155744	ucdt	Güç verildiğinde yakınında bulunan taretlere otomatik hedefleme sistemi uygular ve insansız olarak düşmanlara ateş etmesini sağlar. Bu modülü sadece NC kullanabilir.
976174198	ucdt	Eclipse VE3A: Gümüş Madalya
976492330	ucdt	Kuşanıldığında, ek roket taşıyabilmek için kullanılabilen bir mühimmat çantasının kullanılmasına izin verir.
976535232	ucdt	APPLICATION SENT. A RESPONSE WILL BE SENT TO YOU ONCE THEY HAVE REVIEWED IT.
976654595	ucdt	Get a selection of items to outfit your Combat Medic at a discounted price!
976809870	ucdt	Aracın azami ileri hız ve ivmesini geliştirir.
976842738	ucdt	Zırhınıza veya Aracınıza yapıştırılabilir bir çıkartma. Bu çıkartmayı sadece TR kullanabilir.
976943023	ucdt	Preceptor Helmet
977115507	ugdt	Praetor 3 Decal
977210269	ucdt	[*target*] cannot be invited because you are not the squad leader.
977749504	ucdt	Tırpan L337 Glass Decal
977870505	ucdt	Enemy vehicle eliminated.
977877894	ucdt	Order of the Dragon Araç Çıkartması
977930564	ucdt	Andronicus Helmet
977993547	ucdt	Robotik Teknisyen
978337017	ucdt	Enforcer ML65-A: Gümüş Madalya
978555121	ucdt	Bağlılık
978749901	ugdt	Black Horse Company Zırh Çıkartması
978774343	ucdt	This weapon tool variant can  spawn a Recon Drone which you control to help spot enemies and threats for your empire
978815037	ucdt	Vanu Interventionists Zırh Çıkartması
978828158	ucdt	Protectors of Enlightenment Outfit Decal
978904032	ucdt	Nano Örgü Zırhı
978916633	ucdt	Customize your ground vehicle by adding a "W" Gold Hood Ornament.
979443651	ucdt	Legionary 3
979494864	ucdt	Mühendis's Union Araç Çıkartması
979617012	ucdt	"U" Hood Ornament
979657526	ucdt	Kurtarıcı Lumifiber Trim
979737886	ucdt	Yarıcı Bulwark Bumper
979823371	ucdt	Enemy down.
980040547	ucdt	Dexterity Amplifier II
980062769	ucdt	Cephane İkmal Kulesi
980189084	ugdt	Resource Canister Test
980302803	ucdt	Cephane Kapasitesi 2
980322753	ucdt	MANGA
980409721	ucdt	Purge Helmet
980746382	ucdt	Snow Aspen Forest Zırh Kamuflajı
980893897	ucdt	T8 Chieftain: Altın Madalya
980910544	ucdt	Gelişmiş hız ve ivme ile donatılmıştır.
980950976	ucdt	Innova Placeholder Title 54 Description
981139475	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 2 mermi ekler.
981168972	ucdt	1
981195565	ucdt	Acil Onarım 1
981196640	ucdt	Applies a special kidRiot decal to your armor.
981201363	ucdt	SMG Leşleri
981535105	ucdt	F4
981672535	ucdt	Silahın varsayılan cephane kapasitesine toplamda 600 mermi ekler.
981677512	ucdt	Cephane Deposu
981775464	ugdt	Trashcam Araç Kamuflajı
981792459	ucdt	Security Console
981819589	ugdt	Yarbay Çıkartması 3
981820314	ucdt	Bölge Ara:
981846371	ucdt	BU AY
981889609	ucdt	VS: Shotgun 06 Auraxium Medal
981913262	ucdt	Special Delivery Araç Çıkartması
981923770	ucdt	M1 Heavy Cycler
981924966	ucdt	A 10x magnitude zoom precision sniper scope.
981958904	ucdt	El bombası, C4, Tank mayını ve yaygın patlamalar'dan alınan hasarı 50% oranında azaltır. Hafif araç savar silahları, piyade tabanlı roket atarlar ve tank toplarından alınan hasarı 20% azaltır.
982037459	ucdt	Yeniden Dolum Hızı 3
982043461	ucdt	Lancer VS22
982200554	ucdt	For those who want to destroy everything but still look good doing it. TR use only.
982273807	ucdt	Customize your Lightning with this modification. All factions can use this gear.
982364644	ugdt	Woven Web
982365935	ucdt	This customization adds a Light Coral decal to the cockpit glass. TR use only.
982454103	ucdt	Tacizci Lightspeed Tires
982508948	ucdt	Kompozit Zırh
982844799	ucdt	Kategori Seç
982845815	ucdt	Silahın varsayılan cephane kapasitesine toplamda 50 mermi ekler.
982985155	ucdt	L100 Piton AP: Altın Madalya
983164102	ucdt	SMG: NS-7 PDW
983174237	ucdt	Because you are awesome. 
983189278	ucdt	Silahın yeniden dolum hızını 0.4 saniye azaltır.
983216794	ucdt	Allows cortium to be used to construct an Aspis Anti-Aircraft Phalanx Tower that may be manned by allied players.
983260672	ucdt	Yönetebileceğin bir araca sahip değilsin.
983325324	ucdt	EMP Spiker Range IV
983351985	ucdt	Visual on hostile vehicle.
983370147	ucdt	That was all me, sorry.
983380248	ucdt	Sola Yalpala
983398072	ucdt	Birlik
983718749	ugdt	Shattered Zırh Kamuflajı
983857588	ucdt	YAĞMACI: SAVUNMA YUVASI
983998486	ugdt	VS Varsayılan Ses Paketi
984010233	ucdt	Apply the Amerish Forest camo pattern to your weapon. All factions can use this gear.
984051549	ucdt	Warpgate map terminals allow long range transportation for infantry units. These terminals can be used to travel to any linked location in an instant.
984196166	ucdt	ŞARJÖR DEĞİŞTİR
984213076	ucdt	Topçu Öldürme Yardım Paylaşımı - Spitfire Auto-Turret
984214974	ucdt	Ursa: Bakır Madalya
984493054	ugdt	Field Com Helmet
984499890	ucdt	Terminal Power Source
984597822	ucdt	Nano-Efficient Cloaking Device 4
984602310	ucdt	BÜYÜK TESİS
984691652	ucdt	Silahın yeniden dolum hızını 0.3 saniye azaltır.
984805874	ugdt	Yağmacı Cupid Horn
985015705	ucdt	Primus 5 Decal
985381303	ucdt	PİYADE SAĞLIĞI YENİLEME
985450805	ucdt	Lockdown
985457127	ucdt	Spartan Sıhhiye Zırhı
985458146	ucdt	This customization adds a Green Olive decal to the cockpit glass. All factions can use this gear.
985513981	ucdt	Adds chassis lights to the under carriage of the ANT. Usable by all factions.
985559252	ugdt	Heartstring
985597099	ucdt	NS-10 Burster: Altın Madalya
985637245	ucdt	Silahın varsayılan cephane kapasitesine toplamda 350 mermi ekler.
985646059	ugdt	GD RefleXR (2x) - Diamond
985685652	ucdt	Uplink does not have enough power to reach target.
985707241	ucdt	Hava Kalkanı
985899393	ucdt	Gold Lion Head Hood Ornament
985907629	ucdt	P525 Marauder-H
985978587	ucdt	Bu pedler genellikle coğrafi engelleri aşmak içindir, daha yüksek bir zemine yükselmek veya bir tesisin etrafında hızlıca dolaşmak için kullanılır.<br>Devam etmek için bu fırlatma pedinin üzerine basın!
986043600	ucdt	Mao Field Tower
986121739	ucdt	İleri
986256386	ucdt	Weapon mount on the roof towards the front of the Yarıcı.  Operated by the passenger in seat 2.
986394562	ucdt	IFF Device Range V
986401492	ucdt	Brigadier 6
986413609	ucdt	MANGA ve MÜFREZE
986546755	ucdt	<font color="#7FF4FF">+50%</font> Tecrübe
986632607	ucdt	Nano Örgü Zırhı 1 Description (11576) (DNT)
986847596	ucdt	Hostile Galaksi in the area.
987005956	ucdt	This device will teleport you to another location nearby.
987051160	ucdt	Zırhınıza yapıştırılabilir bir çıkartma. Bu çıkartmayı sadece NC kullanabilir
987208591	ugdt	Jolly Ünvanı
987233651	ucdt	Wearable by all non-Max classes. NC use only.
987256141	ucdt	Gelişmiş Kalkan Yenileyici
987306383	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 12 mermi ekler.
987477336	ucdt	ALT SİLAH
987660861	ugdt	Pentalight Araç Kamuflajı
987867792	ucdt	Gambler Camo
987911173	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 12 mermi ekler.
988255160	ugdt	250 Mechanized Resources
988461441	ucdt	Silahın varsayılan cephane kapasitesine toplamda 8 top mermisi ekler.
988539583	ucdt	Reduce the acquire timer of the Öncü for 1 hour. Rank 6 required.
988644020	ucdt	Contains a TS4 Haymaker plus 1000 Certs
988788594	ucdt	L105 Zepher: Gümüş Madalya
988790230	ucdt	Hızlı Sohbet 6
988794093	ucdt	Additional composite plating to complement the look of your soldier. NC use only.
988886501	ucdt	Adds cosmetic lighting to your Sinsi. TR use only.
989349046	ucdt	NFI-2000 Turbo 1
989717152	ucdt	The Proximity Radar certification for the Süvari has been removed from the Utility slot and certification points have been refunded.  Proximity Radar is now available as a Defense slot certification and can be repurchased there.
989829817	ucdt	Customize your ground vehicle by adding a "0" Hood Ornament.
989836631	ucdt	APS (10x)
989907956	ucdt	NS-61 Emissary Auraxium Medal
990060683	ugdt	Auto-Charger
990164322	ucdt	Silahın yeniden dolum hızını 0.6 saniye azaltır.
990254440	ucdt	Fatih 5
990314458	ucdt	Araç Gizliliği 4
990446162	ugdt	Tacizci Circuits Lumifiber Trim
990526433	ucdt	On it, sir!
990670698	ucdt	AVA Zırh Paketi
990906330	ucdt	Grants access to the Nano-Emitter, a device that when placed will heal friendly soldiers in the immediate area for a period of time.
990918702	ucdt	Manga: Be a Platoon leader 50 times
991100038	ugdt	Atv White Go Go Flag
991208829	ucdt	H Decal
991213211	ucdt	Reduces minimum cone of fire and cone of fire recovery time when firing from the hip.
991375696	ugdt	Atv Gold Bumper 005
991668704	ucdt	Vertical Thrust 3
991823392	ucdt	Silahın varsayılan şarjör kapasitesine toplamda 20 mermi ekler.
991829503	ucdt	Maple Leaf Zırh Kamuflajı
991841710	ucdt	Hafif Taarruz Rebel's Skull Helmet
991843801	ucdt	Striker V2
991844849	ucdt	TAR Burst: Auraksium Madalyası
991886352	ucdt	Kurtarıcı Vagrant Cockpit
992163237	ucdt	Kokpit camını Pembeı film ile kaplar. Bu etiketi sadece VS kullanabilir.
992347200	ucdt	Decal_MM_001
992413210	ugdt	Klasik Kanatlı Kafatası Çıkartması
992486466	ucdt	Unlocks all available optics for the NS-61 Emissary.
992520534	ucdt	Customize your Flash with this blue antenna ball. VS use only.
992830288	ucdt	Hafif Taarruz Banded Skull Helmet
992850345	ugdt	EVOZ Zırh Çıkartması
992860753	ucdt	Apply the single use Indar Dunes camo pattern to your armor. TR use only. Single use camo can only be applied to one loadout one time and must be used on this character.
992923513	ucdt	5
993055968	ucdt	ResolutionTest_QuarterMesh
993236512	ucdt	[*player*] çevrimdışı.
993317873	ucdt	Skorpios
993318817	ucdt	Tiger Stripe Araç Kamuflajı
